No,year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,wd,WSPM,AQI,AQI_Category
186.0,2013.0,3.0,8.0,17.0,173.0,252.0,73.0,65.0,1899.0,107.0,11.7,1110.0343441122984,-0.5,nne,3.4,460.0,Severe
187.0,2013.0,7.0,8.0,18.0,141.0,,,65.0,1500.0,107.0,10.4,997.4,-1.0,Wsw,2.7,316.0,Very Poor
188.0,2013.0,3.0,8.0,19.0,112.0,,58.0,62.0,1399.0,601.6902384209501,9.4,997.3,-0.8,NNW,2.7,273.0,Poor
189.0,2013.0,3.0,8.0,20.0,113.0,158.0,63.0,67.0,1300.0,107.0,8.6,997.1,-1.5,nw,2.8,276.0,Poor
190.0,2013.0,7.0,8.0,21.0,,138.0,62.0,,1100.0,,7.6,996.9,-2.4,ssw,1.8,290.0,Poor
191.0,2013.0,3.0,8.0,22.0,99.0,118.0,50.0,,1300.0,,6.8,996.0,-3.2,SsW,1.3,228.0,Poor
192.0,2016.0,3.0,8.0,23.0,100.0,132.0,,63.0,,107.0,5.6,994.5,-3.0,WNW,0.7,232.0,Poor
193.0,2013.0,3.0,9.0,0.0,100.0,,56.0,,1700.0,107.0,4.3,993.1,-3.0,ssw,1.2,232.0,Poor
194.0,2013.0,3.0,9.0,1.0,96.0,103.0,53.0,50.0,-1392.0460264630833,107.0,3.9,,-2.5,wnw,0.0,218.0,Poor
195.0,2013.0,3.0,9.0,2.0,102.0,132.0,36.0,51.0,1800.0,107.0,3.0,991.2,-2.7,WSW,0.7,239.0,Poor
196.0,2013.0,3.0,9.0,3.0,107.0,128.0,28.0,43.0,1500.0,107.0,2.4,989.8,-2.9,N,1.2,256.0,Poor
,2013.0,3.0,9.0,4.0,97.0,112.0,33.0,,1399.0,107.0,1.9,988.9,-3.0,ese,0.7,221.0,Poor
198.0,2013.0,3.0,9.0,5.0,104.0,123.0,51.0,73.0,1700.0,107.0,2.0,989.2,-3.3,EsE,0.5,245.0,Poor
199.0,2013.0,3.0,8.0,6.0,,128.0,62.0,87.0,1700.0,,1.8,989.0,-3.3,N,0.4,252.0,Poor
200.0,2013.0,3.0,9.0,7.0,104.0,131.0,65.0,83.0,1899.0,107.0,6.0,990.5,-2.1,Sw,2.4,245.0,Poor
,2013.0,3.0,9.0,8.0,116.0,162.0,,91.0,2200.0,107.0,14.2,992.3,-1.5,Se,2.5,286.0,Poor
202.0,2013.0,3.0,9.0,9.0,142.0,366.0,,63.0,,107.0,16.8,993.8,-2.3,ne,6.2,320.0,Very Poor
203.0,2013.0,3.0,9.0,10.0,106.0,579.0,34.0,26.0,,-69.59401846428396,14.4,996.8,-7.1,Sw,7.8,488.0,Severe
204.0,2013.0,3.0,9.0,11.0,,305.0,8.0,11.0,400.0,107.0,12.9,999.1,-11.6,SW,5.6,255.0,Poor
205.0,2013.0,3.0,9.0,12.0,35.0,595.0,3.0,4.0,300.0,107.0,,1001.8,-15.8,Se,14.95458546289305,497.0,Severe
206.0,2013.0,3.0,9.0,13.0,20.0,438.0,,4.0,300.0,107.0,9.6,1003.9,-18.5,W,6.0,405.0,Severe
207.0,2013.0,3.0,9.0,14.0,21.0,360.0,3.0,5.0,,,10.3,1005.2,-17.9,S,4.5,312.0,Very Poor
208.0,2013.0,3.0,9.0,15.0,22.0,260.0,4.0,7.0,300.0,97.0,10.3,1006.3,-17.9,Ese,5.6,210.0,Poor
209.0,2013.0,3.0,9.0,16.0,9.0,191.0,8.0,8.0,300.0,94.0,9.2,1008.0,-18.8,SE,7.1,161.0,Moderate
210.0,2013.0,3.0,9.0,17.0,13.0,196.0,3.0,7.0,300.0,94.0,7.7,1010.2,-20.0,Wsw,5.1,164.0,Moderate
211.0,2013.0,3.0,9.0,18.0,,110.0,6.0,9.0,300.0,94.0,6.6,1013.1,-19.9,NNE,5.2,107.0,Moderate
212.0,2013.0,3.0,9.0,19.0,13.0,83.0,17.0,13.0,400.0,94.0,5.7,1015.1,-19.8,NNE,3.3,94.0,Satisfactory
213.0,2016.0,3.0,9.0,20.0,,64.0,13.0,10.0,300.0,94.0,5.0,1017.0,-19.6,Nnw,2.5,94.0,Satisfactory
214.0,2013.0,7.0,9.0,21.0,8.0,55.0,18.0,12.0,300.0,94.0,4.8,1017.7,-19.7,NE,3.3,94.0,Satisfactory
215.0,2013.0,3.0,9.0,22.0,14.0,29.0,3.0,7.0,12165.106651990933,94.0,3.8,1018.1,-19.8,SsE,1.2,94.0,Satisfactory
216.0,2013.0,3.0,9.0,23.0,8.0,22.0,3.0,8.0,400.0,94.0,3.4,1018.0,-20.1,SW,,94.0,Satisfactory
217.0,2013.0,3.0,10.0,7.0,12.0,20.0,3.0,10.0,500.0,94.0,4.4,1017.8,-20.1,Ese,2.0,94.0,Satisfactory
218.0,2013.0,3.0,10.0,1.0,13.0,19.0,7.0,,500.0,94.0,4.9,,-20.4,ESE,3.0,94.0,Satisfactory
219.0,2013.0,7.0,10.0,2.0,10.0,11.0,225.2858820025741,15.0,600.0,94.0,,1017.9,-20.0,n,3.3,94.0,Satisfactory
220.0,2013.0,3.0,10.0,3.0,3.0,7.0,9.0,,,94.0,4.1,1018.1,-20.3,Ne,2.5,94.0,Satisfactory
221.0,2013.0,3.0,10.0,4.0,3.0,8.0,11.0,24.0,400.0,,4.7,1018.6,139.72168341311215,NE,3.0,94.0,Satisfactory
222.0,2013.0,3.0,10.0,5.0,,14.0,19.0,19.0,300.0,94.0,4.3,1018.8,-20.1,sw,3.3,94.0,Satisfactory
223.0,2013.0,3.0,10.0,6.0,10.0,13.0,22.0,20.0,300.0,94.0,3.6,1110.0343441122984,139.72168341311215,ESE,1.2,94.0,Satisfactory
224.0,2013.0,3.0,10.0,7.0,795.6315748313708,18.0,27.0,43.0,500.0,94.0,5.7,1019.8,139.72168341311215,nw,3.3,94.0,Satisfactory
225.0,2013.0,3.0,10.0,8.0,20.0,927.1583997670172,31.0,67.0,1100.0,,8.0,1019.8,-18.8,SsW,2.8,94.0,Satisfactory
226.0,2013.0,3.0,10.0,9.0,16.0,17.0,14.0,31.0,600.0,94.0,9.4,1019.2,-18.7,SsW,3.2,94.0,Satisfactory
227.0,2013.0,7.0,10.0,10.0,6.0,10.0,,16.0,400.0,94.0,10.6,1018.4,-16.8,Nw,2.5,94.0,Satisfactory
228.0,2013.0,3.0,10.0,11.0,,32.0,14.0,25.0,400.0,94.0,10.4,1018.1,-16.9,N,2.0,94.0,Satisfactory
229.0,2013.0,3.0,10.0,12.0,21.0,48.0,12.0,,400.0,94.0,11.3,,-17.2,Wsw,3.6,94.0,Satisfactory
230.0,2013.0,3.0,8.0,13.0,-86.80151781696924,36.0,11.0,20.0,500.0,94.0,12.1,1016.0,-16.5,S,2.8,94.0,Satisfactory
231.0,2013.0,3.0,10.0,14.0,,37.0,12.0,,400.0,92.0,11.9,1015.1,-15.7,E,3.7,92.0,Satisfactory
232.0,2013.0,3.0,10.0,15.0,27.0,45.0,11.0,19.0,400.0,103.0,11.7,1014.7,-15.9,Sse,4.2,104.0,Moderate
233.0,2013.0,3.0,10.0,7.0,40.0,,13.0,22.0,400.0,103.0,10.9,1014.5,-14.8,ESE,1.2,104.0,Moderate
234.0,2013.0,3.0,10.0,17.0,41.0,75.0,30.0,28.0,500.0,103.0,9.5,1014.6,-15.1,SSW,3.2,104.0,Moderate
235.0,2013.0,3.0,10.0,18.0,47.0,82.0,58.0,,-1392.0460264630833,103.0,8.8,1015.1,-13.6,ene,1.6,104.0,Moderate
236.0,2013.0,3.0,10.0,19.0,51.0,-112.54314882272872,30.0,44.0,600.0,601.6902384209501,7.2,1015.5,-13.1,WSW,1.3,104.0,Moderate
237.0,2013.0,3.0,8.0,20.0,69.0,118.0,29.0,73.0,,103.0,127.27654148446612,1015.7,-12.8,SW,0.8,128.0,Moderate
238.0,2013.0,3.0,10.0,21.0,80.0,,35.0,-50.54154295060326,1100.0,103.0,4.7,1015.7,-12.3,NnW,1.0,166.0,Moderate
239.0,2013.0,3.0,10.0,22.0,,131.0,225.2858820025741,81.0,1300.0,103.0,4.2,1015.5,-12.3,NW,,215.0,Poor
240.0,2013.0,3.0,10.0,23.0,93.0,,41.0,73.0,1300.0,103.0,2.3,1015.4,-12.4,w,0.8,208.0,Poor
241.0,2013.0,3.0,11.0,0.0,79.0,,34.0,53.0,,-69.59401846428396,1.6,,-11.6,wnw,0.0,162.0,Moderate
,2013.0,3.0,11.0,1.0,69.0,,26.0,38.0,1000.0,103.0,0.5,1110.0343441122984,-11.6,Se,0.5,128.0,Moderate
243.0,2013.0,3.0,11.0,2.0,91.0,137.0,,81.0,2100.0,103.0,0.1,1014.3,-11.3,Nw,,201.0,Poor
244.0,2016.0,3.0,11.0,3.0,78.0,102.0,34.0,,1200.0,103.0,-1.4,1014.1,-10.8,sse,0.9,159.0,Moderate
245.0,2013.0,3.0,11.0,4.0,76.0,98.0,32.0,,1300.0,-69.59401846428396,-2.0,1014.0,-10.8,Ene,1.0,152.0,Moderate
246.0,2013.0,3.0,11.0,7.0,91.0,141.0,,83.0,-1392.0460264630833,103.0,-1.8,1013.5,-10.9,E,0.6,201.0,Poor
247.0,2013.0,3.0,11.0,6.0,98.0,164.0,,78.0,2100.0,103.0,-1.7,1014.0,-10.3,NE,0.6,225.0,Poor
248.0,2013.0,3.0,11.0,7.0,83.0,109.0,34.0,73.0,,103.0,-0.2,1014.3,139.72168341311215,Wnw,,176.0,Moderate
249.0,2013.0,3.0,11.0,8.0,114.0,173.0,53.0,339.3900335658202,2299.0,103.0,2.7,1014.2,-10.6,S,,280.0,Poor
250.0,2013.0,3.0,11.0,9.0,120.0,186.0,67.0,,2100.0,103.0,4.9,1013.7,-9.7,nne,0.9,300.0,Poor
251.0,2013.0,3.0,8.0,10.0,125.0,180.0,96.0,85.0,1800.0,103.0,6.3,1012.9,,NnW,2.2,304.0,Very Poor
,2013.0,7.0,11.0,11.0,117.0,153.0,70.0,,1399.0,103.0,6.8,1011.7,-8.8,sse,1.8,290.0,Poor
253.0,2013.0,3.0,11.0,12.0,129.0,153.0,78.0,70.0,1500.0,103.0,8.3,1010.4,-9.2,ENE,0.9,307.0,Very Poor
254.0,2016.0,3.0,8.0,13.0,128.0,153.0,75.0,74.0,,103.0,9.0,1009.2,,WSW,,306.0,Very Poor
255.0,2013.0,3.0,11.0,14.0,,,85.0,97.0,,103.0,9.8,1007.8,-7.9,S,14.95458546289305,323.0,Very Poor
256.0,2013.0,3.0,11.0,15.0,152.0,170.0,,102.0,,103.0,10.0,1007.0,-7.7,Sse,1.5,325.0,Very Poor
257.0,2013.0,3.0,11.0,16.0,150.0,,103.0,105.0,1500.0,96.0,10.0,1006.2,-7.7,NnW,1.8,323.0,Very Poor
258.0,2013.0,3.0,11.0,17.0,148.0,173.0,119.0,105.0,1500.0,75.0,9.8,1006.1,-7.0,E,1.9,322.0,Very Poor
259.0,2013.0,3.0,11.0,18.0,,187.0,131.0,,1700.0,72.0,9.7,1006.7,-6.2,NNW,1.8,322.0,Very Poor
260.0,2013.0,3.0,11.0,19.0,,222.0,160.0,,2000.0,47.0,9.5,1006.9,-6.4,n,1.1,327.0,Very Poor
261.0,2013.0,3.0,11.0,20.0,169.0,233.0,,118.0,2299.0,47.0,,1007.2,-6.1,E,1.8,465.0,Severe
262.0,2013.0,3.0,11.0,21.0,,223.0,146.0,111.0,2200.0,47.0,9.4,1006.7,-3.9,NW,1.2,402.0,Severe
263.0,2013.0,3.0,11.0,22.0,172.0,-112.54314882272872,115.0,104.0,2000.0,47.0,9.2,1006.1,-3.4,SSE,1.7,473.0,Severe
,2013.0,3.0,11.0,23.0,159.0,202.0,84.0,104.0,1700.0,47.0,8.8,1005.0,-4.1,S,2.1,461.0,Severe
265.0,2013.0,3.0,12.0,0.0,150.0,189.0,74.0,102.0,1600.0,47.0,8.3,1004.4,-4.5,Nne,1.9,323.0,Very Poor
266.0,2013.0,3.0,12.0,1.0,132.0,168.0,64.0,94.0,,601.6902384209501,7.7,1003.7,-4.4,nw,1.1,309.0,Very Poor
267.0,2013.0,3.0,12.0,2.0,123.0,157.0,58.0,,1600.0,42.0,7.7,1003.7,-4.4,nne,,303.0,Very Poor
268.0,2016.0,3.0,12.0,3.0,,150.0,65.0,82.0,1500.0,42.0,6.3,,-1.8,Sw,0.7,301.0,Very Poor
269.0,2013.0,3.0,12.0,4.0,130.0,-112.54314882272872,65.0,82.0,1600.0,42.0,6.2,1003.1,-1.7,Ese,0.7,308.0,Very Poor
270.0,2013.0,3.0,12.0,5.0,126.0,164.0,54.0,339.3900335658202,1899.0,42.0,5.3,,-0.3,N,1.5,305.0,Very Poor
271.0,2013.0,7.0,12.0,6.0,124.0,168.0,56.0,,1800.0,601.6902384209501,3.4,1003.6,0.8,EnE,0.6,303.0,Very Poor
272.0,2013.0,3.0,12.0,7.0,124.0,125.0,17.0,82.0,1800.0,,3.1,1004.0,1.3,ene,1.2,303.0,Very Poor
273.0,2013.0,3.0,12.0,8.0,,106.0,16.0,81.0,1700.0,42.0,2.7,1003.8,1.1,wsw,1.0,232.0,Poor
,2013.0,3.0,12.0,9.0,,106.0,17.0,75.0,1700.0,,3.1,1003.3,1.6,Sse,0.9,302.0,Very Poor
275.0,2016.0,7.0,12.0,10.0,129.0,102.0,16.0,74.0,1700.0,42.0,3.6,1003.6,2.0,W,0.0,307.0,Very Poor
276.0,2013.0,3.0,12.0,7.0,119.0,137.0,16.0,83.0,2200.0,42.0,3.8,1003.7,1.8,Ssw,1.5,297.0,Poor
277.0,2013.0,3.0,12.0,12.0,150.0,927.1583997670172,20.0,81.0,1899.0,42.0,4.4,1003.9,2.3,sw,1.3,323.0,Very Poor
278.0,2013.0,3.0,12.0,13.0,136.0,107.0,35.0,78.0,1600.0,34.0,5.0,1003.9,2.2,NNE,1.5,313.0,Very Poor
279.0,2013.0,7.0,12.0,14.0,128.0,139.0,45.0,80.0,1899.0,34.0,5.3,1004.3,,WsW,1.6,306.0,Very Poor
,2013.0,3.0,12.0,15.0,156.0,167.0,34.0,85.0,2000.0,34.0,6.3,1004.2,3.3,SSW,2.1,328.0,Very Poor
281.0,2013.0,3.0,12.0,16.0,,188.0,39.0,88.0,2299.0,32.0,6.7,1005.0,3.1,S,1.1,424.0,Severe
282.0,2013.0,3.0,12.0,17.0,,188.0,45.0,,,29.0,6.6,1110.0343441122984,,EnE,0.0,491.0,Severe
283.0,2013.0,3.0,12.0,18.0,201.0,174.0,40.0,,2200.0,10.0,5.5,1007.9,3.2,NW,1.1,474.0,Severe
284.0,2013.0,3.0,12.0,19.0,203.0,177.0,72.0,95.0,,8.0,4.0,,2.3,S,1.8,457.0,Severe
285.0,2013.0,3.0,12.0,20.0,185.0,,33.0,98.0,2600.0,8.0,4.6,1011.4,-0.4,ESE,1.1,457.0,Severe
286.0,2013.0,3.0,12.0,21.0,,193.0,51.0,91.0,2799.0,-69.59401846428396,5.6,1012.9,-8.7,S,1.5,440.0,Severe
287.0,2013.0,3.0,12.0,22.0,47.0,47.0,,,,601.6902384209501,5.0,1014.1,-10.0,ssw,2.3,78.0,Satisfactory
288.0,2013.0,3.0,12.0,23.0,9.0,9.0,45.0,16.0,400.0,68.0,4.3,1015.1,-10.6,n,1.9,68.0,Satisfactory
289.0,2013.0,3.0,13.0,0.0,3.0,6.0,37.0,,300.0,,3.0,1016.0,-11.0,ESE,1.0,74.0,Satisfactory
290.0,2013.0,3.0,13.0,1.0,13.0,,12.0,6.0,,,2.6,1016.4,-11.7,WNW,3.0,79.0,Satisfactory
291.0,2013.0,3.0,13.0,2.0,8.0,8.0,7.0,7.0,400.0,79.0,2.5,,-11.8,N,3.6,79.0,Satisfactory
292.0,2013.0,3.0,13.0,3.0,6.0,6.0,225.2858820025741,7.0,300.0,80.0,1.6,,-10.0,W,2.0,80.0,Satisfactory
293.0,2013.0,3.0,13.0,4.0,,11.0,13.0,34.0,400.0,,,1017.5,-10.9,nne,2.1,80.0,Satisfactory
294.0,2013.0,3.0,13.0,5.0,3.0,8.0,,339.3900335658202,400.0,80.0,127.27654148446612,,-10.8,ene,1.5,80.0,Satisfactory
295.0,2016.0,3.0,13.0,6.0,3.0,10.0,17.0,30.0,500.0,80.0,0.6,1019.3,-11.5,ssw,1.2,80.0,Satisfactory
296.0,2013.0,3.0,13.0,7.0,3.0,8.0,18.0,37.0,600.0,80.0,3.3,1020.7,-14.9,N,1.6,80.0,Satisfactory
297.0,2013.0,3.0,13.0,8.0,3.0,6.0,10.0,22.0,400.0,80.0,4.5,1021.8,-18.5,sse,3.6,80.0,Satisfactory
298.0,2013.0,3.0,13.0,9.0,8.0,6.0,9.0,13.0,300.0,80.0,5.5,1022.0,-18.4,SsW,1.7,80.0,Satisfactory
299.0,2013.0,3.0,13.0,10.0,3.0,6.0,16.0,12.0,,81.0,127.27654148446612,1022.0,-15.1,Ne,3.1,81.0,Satisfactory
300.0,2013.0,3.0,13.0,11.0,3.0,6.0,6.0,-50.54154295060326,300.0,,7.4,1021.3,-15.4,nnw,2.1,85.0,Satisfactory
301.0,2013.0,3.0,13.0,12.0,3.0,6.0,7.0,10.0,,85.0,8.2,1020.2,-16.2,w,1.2,85.0,Satisfactory
302.0,2013.0,3.0,8.0,13.0,795.6315748313708,6.0,-19.479077724030905,,300.0,,127.27654148446612,1019.4,-16.2,Se,4.3,85.0,Satisfactory
303.0,2013.0,3.0,13.0,14.0,14.0,6.0,,11.0,300.0,88.0,,1018.5,-16.7,Se,3.7,88.0,Satisfactory
304.0,2013.0,3.0,13.0,15.0,3.0,,,11.0,300.0,90.0,10.0,1018.2,-14.0,SW,14.95458546289305,90.0,Satisfactory
305.0,2013.0,3.0,13.0,7.0,3.0,6.0,8.0,11.0,300.0,92.0,8.2,1018.4,-13.5,NNW,3.4,92.0,Satisfactory
306.0,2013.0,3.0,13.0,17.0,17.0,22.0,,19.0,300.0,92.0,7.1,1018.9,-13.2,SW,2.0,92.0,Satisfactory
307.0,2013.0,3.0,13.0,18.0,17.0,24.0,11.0,25.0,,92.0,6.1,1019.6,-13.5,N,2.3,92.0,Satisfactory
308.0,2013.0,3.0,13.0,19.0,26.0,39.0,9.0,,500.0,92.0,5.3,1020.3,-13.2,Se,1.7,92.0,Satisfactory
309.0,2013.0,3.0,13.0,20.0,,48.0,,45.0,700.0,92.0,4.4,1020.8,-12.6,W,0.7,92.0,Satisfactory
310.0,2013.0,3.0,13.0,21.0,,49.0,225.2858820025741,52.0,700.0,92.0,,1021.0,-11.3,SSE,,92.0,Satisfactory
311.0,2013.0,3.0,13.0,22.0,39.0,58.0,19.0,67.0,800.0,92.0,1.5,1020.8,-10.0,w,0.8,92.0,Satisfactory
312.0,2013.0,3.0,8.0,23.0,,64.0,25.0,75.0,1000.0,,1.4,1020.9,-9.3,SsE,0.8,94.0,Satisfactory
313.0,2013.0,3.0,14.0,0.0,54.0,64.0,24.0,73.0,1100.0,601.6902384209501,2.5,1021.1,-8.8,nw,3.0,92.0,Satisfactory
314.0,2013.0,3.0,14.0,1.0,61.0,,31.0,,1100.0,92.0,1.4,1021.4,-4.7,NnW,,103.0,Moderate
315.0,2013.0,3.0,14.0,2.0,76.0,112.0,31.0,339.3900335658202,1500.0,92.0,0.6,1021.2,-4.8,Ese,2.8,152.0,Moderate
316.0,2016.0,3.0,14.0,3.0,80.0,88.0,23.0,,,,0.0,1021.0,-5.0,Ne,1.2,166.0,Moderate
317.0,2013.0,3.0,14.0,4.0,73.0,75.0,21.0,69.0,1500.0,,-0.4,,-5.6,Nnw,,142.0,Moderate
318.0,2013.0,3.0,14.0,5.0,58.0,66.0,225.2858820025741,54.0,,92.0,127.27654148446612,1021.3,-5.6,W,1.3,97.0,Satisfactory
319.0,2013.0,3.0,14.0,6.0,,66.0,28.0,52.0,1300.0,92.0,-1.6,1021.4,-5.3,WSW,1.4,93.0,Satisfactory
320.0,2013.0,3.0,14.0,7.0,56.0,71.0,27.0,56.0,1399.0,92.0,-0.5,1021.7,,Nnw,0.9,93.0,Satisfactory
321.0,2016.0,3.0,14.0,8.0,,88.0,41.0,60.0,,92.0,1.1,1021.8,-5.0,SW,,166.0,Moderate
322.0,2013.0,3.0,14.0,9.0,98.0,121.0,,67.0,1800.0,92.0,2.1,1021.2,-5.1,sse,,225.0,Poor
323.0,2013.0,3.0,14.0,10.0,-86.80151781696924,131.0,61.0,,,92.0,3.5,1020.2,-4.9,N,1.8,273.0,Poor
324.0,2013.0,7.0,14.0,7.0,117.0,,68.0,61.0,,92.0,4.8,1019.0,-4.8,nw,2.2,290.0,Poor
325.0,2013.0,3.0,14.0,12.0,,111.0,51.0,48.0,1300.0,92.0,5.9,1018.2,-4.6,E,1.5,221.0,Poor
326.0,2013.0,3.0,14.0,13.0,795.6315748313708,,,339.3900335658202,1300.0,92.0,6.9,1017.1,,Sw,2.0,232.0,Poor
327.0,2013.0,3.0,14.0,14.0,110.0,131.0,43.0,61.0,1399.0,92.0,8.0,1016.1,-3.8,SSE,3.2,266.0,Poor
328.0,2013.0,3.0,14.0,15.0,144.0,153.0,46.0,81.0,1500.0,92.0,8.2,1015.2,-4.0,Nw,1.0,319.0,Very Poor
329.0,2013.0,3.0,14.0,16.0,158.0,160.0,-19.479077724030905,87.0,1500.0,86.0,8.3,1014.8,-3.9,W,1.6,329.0,Very Poor
330.0,2013.0,3.0,14.0,17.0,152.0,157.0,64.0,,1399.0,77.0,7.8,1014.9,-4.0,ene,1.1,325.0,Very Poor
331.0,2013.0,3.0,14.0,18.0,,152.0,65.0,91.0,,62.0,7.3,1015.0,-3.9,S,1.6,321.0,Very Poor
332.0,2013.0,3.0,14.0,19.0,160.0,169.0,68.0,109.0,1500.0,-69.59401846428396,6.5,1015.3,-3.5,E,1.0,430.0,Severe
333.0,2013.0,3.0,14.0,20.0,,173.0,75.0,109.0,1600.0,50.0,,1015.3,-4.1,Ne,0.0,430.0,Severe
334.0,2013.0,3.0,14.0,21.0,175.0,179.0,61.0,,1800.0,50.0,3.2,1015.3,-4.1,EsE,0.0,430.0,Severe
335.0,2013.0,3.0,14.0,22.0,158.0,,68.0,95.0,1899.0,50.0,3.4,1015.1,-3.9,NE,0.8,329.0,Very Poor
336.0,2013.0,7.0,14.0,23.0,,146.0,58.0,79.0,12165.106651990933,,,1014.9,-3.9,ESE,1.4,309.0,Very Poor
337.0,2013.0,3.0,15.0,0.0,127.0,142.0,,,1600.0,50.0,0.9,,,sse,1.0,306.0,Very Poor
338.0,2013.0,3.0,15.0,1.0,128.0,140.0,,80.0,1800.0,50.0,0.2,1014.3,-3.7,E,0.8,306.0,Very Poor
339.0,2013.0,3.0,15.0,2.0,162.0,168.0,42.0,84.0,2399.0,50.0,0.1,1013.6,-3.8,SE,0.4,414.0,Severe
340.0,2013.0,3.0,15.0,3.0,136.0,,40.0,75.0,1899.0,50.0,-0.3,1013.3,-3.8,WNW,,313.0,Very Poor
341.0,2013.0,3.0,15.0,4.0,130.0,,,,1500.0,50.0,-0.3,1013.1,-4.0,Wsw,1.0,308.0,Very Poor
342.0,2013.0,3.0,15.0,5.0,128.0,,42.0,71.0,1600.0,50.0,-0.2,1013.1,-3.7,ssw,0.8,306.0,Very Poor
343.0,2013.0,3.0,15.0,6.0,128.0,132.0,,71.0,1600.0,50.0,-0.3,1012.9,-3.7,Se,0.1,306.0,Very Poor
344.0,2013.0,3.0,15.0,7.0,130.0,136.0,42.0,67.0,1500.0,,,1013.4,-2.7,Se,0.9,308.0,Very Poor
,2013.0,3.0,15.0,8.0,132.0,151.0,55.0,63.0,1600.0,50.0,3.9,1013.2,-2.5,EnE,1.0,309.0,Very Poor
346.0,2013.0,3.0,15.0,9.0,795.6315748313708,174.0,79.0,75.0,,50.0,6.2,1012.6,-2.4,Sse,1.3,319.0,Very Poor
347.0,2013.0,3.0,15.0,10.0,145.0,927.1583997670172,80.0,,2700.0,10.0,7.6,1011.7,-2.7,W,0.9,319.0,Very Poor
348.0,2013.0,3.0,15.0,11.0,204.0,208.0,88.0,,1899.0,17.0,8.8,1010.8,-2.5,WNW,2.0,443.0,Severe
349.0,2013.0,3.0,15.0,12.0,173.0,192.0,87.0,80.0,1600.0,33.0,10.0,1009.9,-2.3,N,0.9,404.0,Severe
350.0,2013.0,3.0,15.0,13.0,176.0,207.0,86.0,76.0,1600.0,50.0,11.0,1008.7,,EnE,0.9,477.0,Severe
351.0,2013.0,3.0,15.0,7.0,196.0,219.0,81.0,75.0,1600.0,60.0,11.4,1008.1,-2.1,Nnw,1.4,475.0,Severe
352.0,2013.0,3.0,15.0,15.0,,213.0,81.0,70.0,1500.0,81.0,11.5,,-2.0,e,1.6,468.0,Severe
353.0,2013.0,3.0,15.0,16.0,205.0,240.0,84.0,89.0,1700.0,81.0,11.0,1007.7,-1.4,NE,1.1,496.0,Severe
354.0,2013.0,3.0,15.0,17.0,264.0,265.0,88.0,106.0,1800.0,,10.6,1008.2,-1.8,n,1.5,406.0,Severe
355.0,2013.0,3.0,15.0,18.0,238.0,275.0,80.0,114.0,,81.0,9.7,1008.9,-1.4,ene,0.6,497.0,Severe
356.0,2013.0,3.0,15.0,19.0,254.0,287.0,82.0,122.0,2000.0,81.0,8.5,1009.7,-1.1,nnw,14.95458546289305,402.0,Severe
357.0,2013.0,3.0,15.0,20.0,262.0,287.0,,129.0,12165.106651990933,81.0,7.3,1010.6,-1.4,sw,0.2,405.0,Severe
358.0,2013.0,3.0,15.0,21.0,265.0,,62.0,108.0,,-69.59401846428396,6.6,1011.6,-1.3,SSW,1.1,407.0,Severe
359.0,2013.0,3.0,15.0,22.0,235.0,253.0,60.0,115.0,2299.0,81.0,,1012.3,-1.1,SSE,0.8,498.0,Severe
360.0,2013.0,3.0,15.0,23.0,236.0,243.0,57.0,108.0,2200.0,81.0,4.6,1012.6,-1.4,wsw,1.0,500.0,Severe
361.0,2013.0,3.0,16.0,0.0,234.0,244.0,51.0,105.0,2100.0,81.0,4.5,1012.7,-1.3,nw,0.7,475.0,Severe
362.0,2013.0,3.0,16.0,1.0,,,49.0,,2399.0,81.0,4.5,1013.0,-1.3,N,0.1,500.0,Severe
363.0,2013.0,3.0,16.0,2.0,243.0,252.0,50.0,111.0,2299.0,81.0,127.27654148446612,1013.2,,Wnw,0.0,500.0,Severe
364.0,2013.0,3.0,16.0,3.0,243.0,250.0,44.0,103.0,2100.0,81.0,2.4,1014.1,-1.8,wsw,0.8,485.0,Severe
365.0,2013.0,3.0,16.0,4.0,246.0,-112.54314882272872,30.0,,2299.0,81.0,2.3,1014.6,-1.5,Sw,0.1,483.0,Severe
366.0,2013.0,3.0,16.0,5.0,298.0,302.0,,,3200.0,81.0,1.9,1015.6,-1.4,Ne,1.5,420.0,Severe
367.0,2016.0,3.0,16.0,6.0,,271.0,41.0,98.0,2700.0,81.0,3.2,1016.6,-1.4,Nw,1.3,401.0,Severe
368.0,2013.0,3.0,16.0,7.0,251.0,274.0,30.0,93.0,2899.0,81.0,4.4,1017.1,-0.8,e,1.3,401.0,Severe
369.0,2013.0,3.0,16.0,8.0,261.0,296.0,225.2858820025741,95.0,3000.0,81.0,6.6,1017.5,0.1,Sw,0.8,405.0,Severe
,2013.0,3.0,8.0,9.0,795.6315748313708,282.0,82.0,96.0,2600.0,81.0,10.7,1017.5,,Nw,0.9,405.0,Severe
371.0,2013.0,3.0,16.0,10.0,270.0,,94.0,109.0,2600.0,81.0,12.9,1017.1,-0.4,ESE,1.7,409.0,Severe
372.0,2013.0,3.0,16.0,11.0,280.0,308.0,85.0,,2299.0,81.0,13.7,1016.1,-2.3,NNE,2.6,413.0,Severe
373.0,2013.0,3.0,16.0,12.0,209.0,170.0,61.0,63.0,,81.0,14.4,1014.9,-1.7,n,1.1,499.0,Severe
